"","ID","Year","Title","Abstract"
"73","30307494",2018,"Trajectories and Milestones of Cortical and Subcortical Development of the Marmoset Brain From Infancy to Adulthood.","With increasing attention on the developmental causes of neuropsychiatric disorders  appropriate animal models are crucial to identifying causes and assessing potential interventions. The common marmoset is an ideal model as it has sophisticated social/emotional behavior  reaching adulthood within 2 years of birth. Magnetic resonance imaging was used in an accelerated longitudinal cohort (n = 41; aged 3-27 months; scanned 2-7 times over 2 years). Splines were used to model nonlinear trajectories of grey matter volume development in 53 cortical areas and 16 subcortical nuclei. Generally  volumes increased before puberty  peaked  and declined into adulthood. We identified 3 milestones of grey matter development: I) age at peak volume; II) age at onset of volume decline; and III) age at maximum rate of volume decline. These milestones differentiated growth trajectories of primary sensory/motor cortical areas from those of association cortex but also revealed distinct trajectories between association cortices. Cluster analysis of trajectories showed that prefrontal cortex was the most heterogenous of association regions  comprising areas with distinct milestones and developmental trajectories. These results highlight the potential of high-field structural MRI to define the dynamics of primate brain development and importantly to identify when specific prefrontal circuits may be most vulnerable to environmental impact."
"74","30261412",2018,"Predictors of cognitive performance in bipolar disorder: The role of educational degree and inflammatory markers.","The aim of this article was to evaluate the cognitive status of remitted patients with bipolar disorder (BD) using Mini-Mental State Examination (MMSE)  Frontal Assessment Battery  and Brief Assessment of Cognition in Affective Disorders (BAC-A). The BAC-A is a comprehensive test battery addressing the cognitive domains compromised in BD. We also aimed to analyze potential clinical and immune predictors of cognitive performance in BD. Remitted patients with BD (M ± S.E: 43.80 ± 10.87 years) and age-matched controls (M ± S.E: 43.52 ± 11.72) were administered clinical questionnaires and cognitive tests. Inflammatory plasma levels (IL-2  IL-4  IL-6  IL-10  IFN-γ  TNFα  IL-17A  sTNFR1  and sTNFR2) were measured using an enzyme-linked immunosorbent assay. We generated a global cognitive performance index based on BAC-A scores. Multivariate analyses compared cognitive and immune measures across groups. A regression analysis was performed to examine the relationship between global cognitive performance  clinical and immune parameters in BD. Remitted patients with BD performed poorly on tasks of affective processing  verbal memory  working verbal memory  and executive functioning. Patients with BD presented higher plasma levels sTNFR1  TNFα  IFN  IL2  IL4  IL6  IL10  and IL17compared with controls. Education and MMSE were found to be positively correlated with global cognitive performance. IL6 plasma levels were negatively correlated with global cognitive performance. The major determinants of poor cognitive performance in BD were education and IL6 plasma levels."
"75","30104728",2018,"Sex-specific impact of prenatal androgens on social brain default mode subsystems.","Early-onset neurodevelopmental conditions (e.g.  autism) affect males more frequently than females. Androgens may play a role in this male-bias by sex-differentially impacting early prenatal brain development  particularly neural circuits that later develop specialized roles in social cognition. Here  we find that increasing prenatal testosterone in humans is associated with later reduction of functional connectivity between social brain default mode (DMN) subsystems in adolescent males  but has no effect in females. Since testosterone can work directly via the androgen receptor (AR) or indirectly via the estrogen receptor through aromatase conversion to estradiol  we further examined how a potent non-aromatizable androgen  dihydrotestosterone (DHT)  acts via the AR to influence gene expression in human neural stem cells (hNSC)-particularly for genes of high-relevance for DMN circuitry. DHT dysregulates a number of genes enriched for syndromic causes of autism and intellectual disability and for genes that in later development are expressed in anatomical patterns that highly correspond to the cortical midline DMN subsystem. DMN-related and DHT-affected genes (e.g.  MEF2C) are involved in a number of synaptic processes  many of which impact excitation-inhibition balance. Androgens have male-specific prenatal influence over social brain circuitry in humans and may be relevant towards explaining some component of male-bias in early-onset neurodevelopmental conditions."
"76","30063870",2018,"Association between cytokines and psychiatric symptoms in chronic fatigue syndrome and healthy controls.","The reports regarding the status of the immune system in patients with chronic fatigue syndrome/myalgic encephalopathy (CFS/ME) have been inconclusive. We approached this question by comparing a strictly defined group of CFS/ME outpatients to healthy control individuals  and thereafter studied cytokines in subgroups with various psychiatric symptoms. Twenty patients diagnosed with CFS/ME according to the Fukuda criteria and 20 age- and sex-matched healthy controls were enrolled in the study. Plasma was analysed by ELISA for levels of the cytokines TNF-α  IL-4  IL-6 and IL-10. Participants also answered questionnaires regarding health in general  and psychiatric symptoms in detail. Increased plasma levels of TNF-α in CFS/ME patients almost reached significance compared to healthy controls (p = .056). When studying the CFS/ME and control groups separately  there was a significant correlation between TNF-α and The Hospital Anxiety and Depression Scale (HADS) depressive symptoms in controls only  not in the CFS/ME group. A correlation between IL-10 and psychoticism was found in both groups  whereas the correlation for somatisation was seen only in the CFS/ME group. When looking at the total population  there was a significant correlation between TNF-α and both the HADS depressive symptoms and the SCL-90-R cluster somatisation. Also  there was a significant association between IL-10 and the SCL-90-R cluster somatisation when analyzing the cohort (patients and controls together). These findings indicate that immune activity in CFS/ME patients deviates from that of healthy controls  which implies potential pathogenic mechanisms and possible therapeutic approaches to CFS/ME. More comprehensive studies should be carried out on defined CFS/ME subgroups."
"77","30020885",2018,"Liraglutide for psychiatric disorders: clinical evidence and challenges.","Obesity and diabetes are both risk factors and consequences of psychiatric disorders. Glucagon like peptide 1 (GLP-1) receptor agonists such as liraglutide are widely used in the treatment of diabetes and obesity. There are considerable amounts of preclinical studies showing the effects of liraglutide on promotion of neurogenesis  while preventing apoptosis and oxidation. Preliminary clinical evidence has suggested that liraglutide could decrease weight gain  improve cognition and prevent cognitive decline. Accordingly  liraglutide has been regarded as a potential candidate for the management of psychiatric disorders. Herein  we will discuss the association between obesity/diabetes and psychiatric disorders  and the emerging use of liraglutide in psychiatry."
"78","29962972",2018,"Revisiting the Role of Eotaxin-1/CCL11 in Psychiatric Disorders.","Eotaxin-1/CCL11 is a chemokine originally implicated in the selective recruitment of eosinophils into inflammatory sites during allergic reactions  being thoroughly investigated in asthma  allergic rhinitis  and other eosinophil-related conditions. Eotaxin-1/CCL11 is also involved with a skewed immune response toward a type-2 (Th2) profile. In addition to its role in immune response  recent studies have shown that eotaxin-1/CCL11 is associated with aging  neurogenesis and neurodegeneration  being able to influence neural progenitor cells  and microglia. Increased circulating levels of eotaxin-1/CCL11 have been described in major psychiatric disorders (schizophrenia  bipolar disorder  major depression)  sometimes correlating with the severity of psychopathological and cognitive parameters. As similar findings have been reported in neurodegenerative conditions such as Alzheimer's disease  it has been hypothesized that mechanisms involving eotaxin-1/CCL11 signaling may underlie the ""accelerated aging"" profile commonly linked to psychiatric disorders. Future studies must determine whether eotaxin-1/CCL11 can be regarded as a prognostic biomarker and/or as therapeutic target for resistant/progressive cases."
"79","29925475",2018,"Lower circulating levels of angiotensin-converting enzyme (ACE) in patients with schizophrenia.","This study aimed at evaluating changes in the renin-angiotensin system (RAS) in patients with schizophrenia in comparison with controls. Plasma levels of angiotensin-converting enzyme (ACE)  ACE2  angiotensin (Ang)-(1-7) and Ang II were assessed in 25 patients with schizophrenia and 20 controls. Patients with schizophrenia presented decreased levels of ACE compared to controls [median (25th-75th percentiles) = 434.79 (341.15-524.02) vs. 508.49 (396.34-608.72); p < 0.05]. No significant differences were found regarding ACE2  Ang-(1-7) and Ang II levels. There were no associations between the measured molecules and clinical parameters. Our results corroborate the hypothesis that the RAS is involved in the pathophysiology of schizophrenia."
"80","29768184",2018,"Effectiveness of depression interventions for people living with HIV in Sub-Saharan Africa: A systematic review & meta-analysis of psychological & immunological outcomes.","This meta-analytic review evaluated the effectiveness of depression interventions on the psychological and immunological outcomes of people living with HIV in sub-Saharan Africa. 14 studies  yielding 932 participants were eligible. A random-effects models indicated that depression interventions were followed by large reductions in depression scores (effect size = 1.86  95% CI = 1.71  2.01  p < 0.01). No significant effect on immune outcome was observed  however there was a trend toward immune improvement of medium effect size (effect size on CD4 count and/or viral suppression = 0.57  95% CI = -0.06  1.20  p = 0.08). Pharmacological interventions appeared to have a significantly larger improvement in depression scores than psychological interventions. The greatest improvement in immune status was demonstrated in psychological treatments which incorporated a component to enhance HIV medication adherence  however these results did not reach significance. Small sample sizes and highly heterogeneous analysis necessitate caution in interpretation. The results of this meta-analysis should thus be treated as preliminary evidence and used to encourage further studies of immunopsychiatry in HIV in sub-Saharan Africa."
"81","29764522",2018,"Treatment-resistant depression and peripheral C-reactive protein.","C-reactive protein (CRP) is a candidate biomarker for major depressive disorder (MDD)  but it is unclear how peripheral CRP levels relate to the heterogeneous clinical phenotypes of the disorder.AimTo explore CRP in MDD and its phenotypic associations. We recruited 102 treatment-resistant patients with MDD currently experiencing depression  48 treatment-responsive patients with MDD not currently experiencing depression  48 patients with depression who were not receiving medication and 54 healthy volunteers. High-sensitivity CRP in peripheral venous blood  body mass index (BMI) and questionnaire assessments of depression  anxiety and childhood trauma were measured. Group differences in CRP were estimated  and partial least squares (PLS) analysis explored the relationships between CRP and specific clinical phenotypes. Compared with healthy volunteers  BMI-corrected CRP was significantly elevated in the treatment-resistant group (P = 0.007; Cohen's d = 0.47); but not significantly so in the treatment-responsive (d = 0.29) and untreated (d = 0.18) groups. PLS yielded an optimal two-factor solution that accounted for 34.7% of variation in clinical measures and for 36.0% of variation in CRP. Clinical phenotypes most strongly associated with CRP and heavily weighted on the first PLS component were vegetative depressive symptoms  BMI  state anxiety and feeling unloved as a child or wishing for a different childhood. CRP was elevated in patients with MDD  and more so in treatment-resistant patients. Other phenotypes associated with elevated CRP included childhood adversity and specific depressive and anxious symptoms. We suggest that patients with MDD stratified for proinflammatory biomarkers  like CRP  have a distinctive clinical profile that might be responsive to second-line treatment with anti-inflammatory drugs.Declaration of interestS.R.C. consults for Cambridge Cognition and Shire; and his input in this project was funded by a Wellcome Trust Clinical Fellowship (110049/Z/15/Z). E.T.B. is employed half time by the University of Cambridge and half time by GlaxoSmithKline; he holds stock in GlaxoSmithKline. In the past 3 years  P.J.C. has served on an advisory board for Lundbeck. N.A.H. consults for GlaxoSmithKline. P.d.B.  D.N.C.J. and W.C.D. are employees of Janssen Research &amp; Development  LLC.  of Johnson &amp; Johnson  and hold stock in Johnson &amp; Johnson. The other authors report no financial disclosures or potential conflicts of interest."
"82","29733946",2018,"The effect of insulin-induced hypoglycemia on inflammatory markers: A systematic review.","The effects of acute hypoglycemia on markers of inflammation have been investigated  but the results have been heterogeneous. We aimed to perform a systematic review about the acute effects of insulin-induced hypoglycemia on inflammatory markers in patients with diabetes as well as non-diabetic subjects. A systematic search of the literature using the electronic databases MEDLINE and SCOPUS was conducted through September 2017. Search terms included: ""hypoglycemia"" "" insulin""  ""cytokines""  and ""inflammation"". We included original studies assessing peripheral inflammatory markers during insulin-induced hypoglycemia in humans. Two hundred twenty-two citations were initially retrieved. Eleven studies were included in our systematic review. Acute hypoglycemia increases total leukocyte number and several pro-inflammatory markers. Elevation in pro-inflammatory markers in response to insulin-induced acute hypoglycemia appears to be of similar magnitude in non-diabetic subjects and in type-1 diabetic patients with intact awareness of hypoglycemia. Adrenaline rises in response to acute hypoglycemia correlates with the increase of pro-inflammatory markers. Acute hypoglycemia induces a pro-inflammatory state in both type-1 diabetic and non-diabetic subjects with no apparent significant difference between these two populations. Activation of the sympathetic nervous system is a likely mediator of these effects."
"83","29705852",2018,"The MRL Model: A Valuable Tool in Studies of Autoimmunity-Brain Interactions.","The link between systemic autoimmunity  brain pathology  and aberrant behavior is still a largely unexplored field of biomedical science. Accumulating evidence points to causal relationships between immune factors  neurodegeneration  and neuropsychiatric manifestations. By documenting autoimmunity-associated neuronal degeneration and cytotoxicity of the cerebrospinal fluid from disease-affected subjects  the murine MRL model had shown high validity in revealing principal pathogenic circuits. In addition  unlike any other autoimmune strain  MRL mice produce antibodies commonly found in patients suffering from lupus and other autoimmune disorders. This review highlights importance of the MRL model as a useful preparation in understanding the links between immune system and brain function."
"84","29703679",2018,"A Network Neuroscience Approach to Typical and Atypical Brain Development.","Human brain networks based on neuroimaging data have already proven useful in characterizing both normal and abnormal brain structure and function. However  many brain disorders are neurodevelopmental in origin  highlighting the need to go beyond characterizing brain organization in terms of static networks. Here  we review the fast-growing literature shedding light on developmental changes in network phenotypes. We begin with an overview of recent large-scale efforts to map healthy brain development  and we describe the key role played by longitudinal data including repeated measurements over a long period of follow-up. We also discuss the subtle ways in which healthy brain network development can inform our understanding of disorders  including work bridging the gap between macroscopic neuroimaging results and the microscopic level. Finally  we turn to studies of three specific neurodevelopmental disorders that first manifest primarily in childhood and adolescence/early adulthood  namely psychotic disorders  attention-deficit/hyperactivity disorder  and autism spectrum disorder. In each case we discuss recent progress in understanding the atypical features of brain network development associated with the disorder  and we conclude the review with some suggestions for future directions."
"85","29622048",2018,"Systemic inflammation and intelligence in early adulthood and subsequent risk of schizophrenia and other non-affective psychoses: a longitudinal cohort and co-relative study.","Schizophrenia is associated with impaired neurodevelopment as indexed by lower premorbid IQ. We examined associations between erythrocyte sedimentation rate (ESR)  a marker of low-grade systemic inflammation  IQ  and subsequent schizophrenia and other non-affective psychoses (ONAP) to elucidate the role of neurodevelopment and inflammation in the pathogenesis of psychosis. Population-based data on ESR and IQ from 638 213 Swedish men assessed during military conscription between 1969 and 1983 were linked to National Hospital Discharge Register for hospitalisation with schizophrenia and ONAP. The associations of ESR with IQ (cross-sectional) and psychoses (longitudinal) were investigated using linear and Cox-regression. The co-relative analysis was used to examine effects of shared familial confounding. We examined mediation and moderation of effect between ESR and IQ on psychosis risk. Baseline IQ was associated with subsequent risk of schizophrenia (adjusted HR per 1-point increase in IQ = 0.961; 95% confidence interval (CI) 0.960-0.963) and ONAP (adjusted HR = 0.973; 95% CI 0.971-0.975). Higher ESR was associated with lower IQ in a dose-response fashion. High ESR was associated with increased risk for schizophrenia (adjusted HR = 1.14; 95% CI 1.01-1.28) and decreased risk for ONAP (adjusted HR = 0.85; 95% CI 0.74-0.96)  although these effects were specific to one ESR band (7-10 mm/hr). Familial confounding explained ESR-IQ but not ESR-psychoses associations. IQ partly mediated the ESR-psychosis relationships. Lower IQ is associated with low-grade systemic inflammation and with an increased risk of schizophrenia and ONAP in adulthood. Low-grade inflammation may influence schizophrenia risk by affecting neurodevelopment. Future studies should explore the differential effects of inflammation on different types of psychosis."
"86","29609110",2018,"Psychoneuroimmunology and immunopsychiatry of zebrafish.","Despite the high prevalence of neural and immune disorders  their etiology and molecular mechanisms remain poorly understood. As the zebrafish (Danio rerio) is increasingly utilized as a powerful model organism in biomedical research  mounting evidence suggests these fish as a useful tool to study neural and immune mechanisms and their interplay. Here  we discuss zebrafish neuro-immune mechanisms and their pharmacological and genetic modulation  the effect of stress on cytokines  as well as relevant models of microbiota-brain interplay. As many human brain diseases are based on complex interplay between the neural and the immune system  here we discuss zebrafish models  as well as recent successes and challenges  in this rapidly expanding field. We particularly emphasize the growing utility of zebrafish models in translational immunopsychiatry research  as they improve our understanding of pathogenetic neuro-immune interactions  thereby fostering future discovery of potential therapeutic agents."
"87","29607212",2018,"Further Evidence of Accelerated Aging in Bipolar Disorder: Focus on GDF-15.","Bipolar disorder (BD) is a mood disorder associated with cardiovascular and metabolic diseases and premature aging. Growth differentiation factor 15 (GDF-15) has emerged as a biomarker for cardiovascular risk and aging. Our aim was to compare plasma levels of GDF-15 between BD patients and controls  and to evaluate whether they were associated with clinical parameters. Forty-six patients with type I BD (23 in euthymia and 23 in mania) and 33 healthy controls were recruited for this study. Plasma levels of GDF-15 were measured by immunoassay. The levels of GDF-15 were significantly higher (p < 0.001) in patients with BD in comparison with controls. In patients  GDF-15 levels correlated with age (rho = 0.434; p = 0.003) and illness duration (rho = 0.502; p = 0.001). Our findings corroborate the view that BD is an illness associated with accelerated aging."
"88","29567371",2018,"A pilot study on immuno-psychiatry in the 22q11.2 deletion syndrome: A role for Th17 cells in psychosis?","A growing body of evidence supports a role for immune alterations in Schizophrenia Spectrum Disorders (SSD). A high prevalence (25-40%) of SSD has been found in patients with 22q11.2 deletion syndrome (22q11.2DS)  which is known for T-cell deficits due to thymus hypoplasia. This study is the first to explore the association between the T-cell subsets and psychotic symptoms in adults with 22q11.2DS. 34 individuals (aged 19-38 yrs.) with 22q11.2DS and 34 healthy age- and gender matched control individuals were included. FACS analysis of the blood samples was performed to define T-cell subsets. Ultra-high risk for psychosis or diagnosis of SSD was determined based on CAARMS interviews and DSM-5 criteria for SSD. Positive psychotic symptom severity was measured based on the PANSS positive symptoms subscale. A partial T-cell immune deficiency in 22q11.2DS patients was confirmed by significantly reduced percentages of circulating T and T-helper cells. Significantly higher percentages of inflammatory Th1  Th17  and memory T-helper cells were found in adults with 22q11.2DS. Most importantly an increased Th17 percentage was found in adults with psychotic symptoms as compared to non-psychotic adults with 22q11.2DS  and Th17 percentage were related to the presence of positive psychotic symptoms. Given the literature on the role of T cells and in particular of Th17 cells and IL-17 in hippocampus development  cognition and behavior  these results support the hypothesis for a role of Th17 cells in the development and/or regulation of psychotic symptoms in 22q11.2DS. This pilot study underlines the importance to further study the role of T-cell defects and of Th17 cells in the development of psychiatric symptoms. It also supports the possibility to use 22q11.2DS as a model to study T-cell involvement in the development of SSD."
"89","29544672",2018,"Prevalence and correlates of low-grade systemic inflammation in adult psychiatric inpatients: An electronic health record-based study.","Low-grade inflammation is a risk factor for depression  psychosis and other major psychiatric disorders. It is associated with poor response to antidepressant and antipsychotics  and could potentially be a treatment target. However  there is limited data on the prevalence of low-grade inflammation in major psychiatric disorders  and on the characteristics of patients who show evidence of inflammation. We examined the prevalence of low-grade inflammation and associated socio-demographic and clinical factors in acute psychiatric inpatients. An anonymised search of the electronic patient records of Cambridgeshire and Peterborough NHS Foundation Trust was used to identify patients aged 18-65 years who were hospitalised between 2013 and 2016 (inclusive). We excluded patients on antibiotics or oral steroids  or with missing data. Inflammation was defined using serum C-reactive protein (>3 mg/L) or total white cell count (>9.4 × 10 9 /L) as measured within 14 days of admission. Out of all 599 admissions  the prevalence of inflammation (serum CRP >3 mg/L) in the ICD-10 diagnostic groups of psychotic disorders (F20-29)  mood disorders (F30-39)  neurotic disorders (F40-48) and personality disorders (F60-69) was 32%  21%  22% and 42%  respectively. In multivariable analyses  low-grade inflammation was associated with older age  black ethnicity  being single  self-harm  diagnoses of schizophrenia  bipolar disorder  current treatments with antidepressants  benzodiazepines  and with current treatment for medical comorbidities. A notable proportion of acutely unwell psychiatric patients from all ICD-10 major diagnostic groups show evidence of low-grade inflammation  suggesting inflammation may be relevant for all psychiatric disorders."
"90","29540719",2018,"Factors Associated With Short and Long Term Cognitive Changes in Patients With Sepsis.","This study aimed to assess cognition in patients with severe sepsis or septic shock and whether cognitive impairment was associated with clinical and laboratory parameters. We conducted a cohort study of patients with severe sepsis and septic shock evaluated within 24 h and one year after ICU discharge. Demographic  clinical and laboratory data were analyzed  and the following neuropsychological tests were applied: Consortium to Establish Registry for Alzheimer's Disease  Mini-Mental State Examination  and Trail Making Test forms A and B. We included 33 patients  mean age of 49  19% were female. Patients underperformed on most measures 24 h after ICU discharge  with improvement on follow-up. IQCODE  APACHE II scores  NSE and IFN-γ levels at ICU discharge were associated with poor cognitive performance  while higher educational level was associated with good cognitive performance. The time to first antibiotic dose  accumulated dose of haloperidol during UCI stay and mean glycemia were also associated with poor cognitive outcome. In general  patients with severe sepsis or septic shock have cognitive impairment that can improve over time. This improvement was associated with factors identified during their ICU stay  such as cognitive reserve  educational level  mean glycemia during ICU stay and NSE level."
"91","29483624",2018,"Synaptic and transcriptionally downregulated genes are associated with cortical thickness differences in autism.","Differences in cortical morphology-in particular  cortical volume  thickness and surface area-have been reported in individuals with autism. However  it is unclear what aspects of genetic and transcriptomic variation are associated with these differences. Here we investigate the genetic correlates of global cortical thickness differences (ΔCT) in children with autism. We used Partial Least Squares Regression (PLSR) on structural MRI data from 548 children (166 with autism  295 neurotypical children and 87 children with ADHD) and cortical gene expression data from the Allen Institute for Brain Science to identify genetic correlates of ΔCT in autism. We identify that these genes are enriched for synaptic transmission pathways and explain significant variation in ΔCT. These genes are also significantly enriched for genes dysregulated in the autism post-mortem cortex (Odd Ratio (OR) = 1.11  P corrected   10 -14 )  driven entirely by downregulated genes (OR = 1.87  P corrected   10 -15 ). We validated the enrichment for downregulated genes in two independent data sets: Validation 1 (OR = 1.44  P corrected  = 0.004) and Validation 2 (OR = 1.30; P corrected  = 0.001). We conclude that transcriptionally downregulated genes implicated in autism are robustly associated with global changes in cortical thickness variability in children with autism."
"92","29377288",2018,"Effects of anti-inflammatory drugs on the expression of tryptophan-metabolism genes by human macrophages.","Several lines of evidence link macrophage activation and inflammation with (monoaminergic) nervous systems in the etiology of depression. IFN treatment is associated with depressive symptoms  whereas anti-TNFα therapies elicit positive mood. This study describes the actions of 2 monoaminergic antidepressants (escitalopram  nortriptyline) and 3 anti-inflammatory drugs (indomethacin  prednisolone  and anti-TNFα antibody) on the response of human monocyte-derived macrophages (MDMs) from 6 individuals to LPS or IFN-α. Expression profiling revealed robust changes in the MDM transcriptome (3294 genes at P < 0.001) following LPS challenge  whereas a more limited subset of genes (499) responded to IFNα. Contrary to published reports  administered at nontoxic doses  neither monoaminergic antidepressant significantly modulated the transcriptional response to either inflammatory challenge. Each anti-inflammatory drug had a distinct impact on the expression of inflammatory cytokines and on the profile of inducible gene expression-notably on the regulation of enzymes involved in metabolism of tryptophan. Inter alia  the effect of anti-TNFα antibody confirmed a predicted autocrine stimulatory loop in human macrophages. The transcriptional changes were predictive of tryptophan availability and kynurenine synthesis  as analyzed by targeted metabolomic studies on cellular supernatants. We suggest that inflammatory processes in the brain or periphery could impact on depression by altering the availability of tryptophan for serotonin synthesis and/or by increasing production of neurotoxic kynurenine."
"93","29325701",2018,"Developmental cognitive neuroscience using latent change score models: A tutorial and applications.","Assessing and analysing individual differences in change over time is of central scientific importance to developmental neuroscience. However  the literature is based largely on cross-sectional comparisons  which reflect a variety of influences and cannot directly represent change. We advocate using latent change score (LCS) models in longitudinal samples as a statistical framework to tease apart the complex processes underlying lifespan development in brain and behaviour using longitudinal data. LCS models provide a flexible framework that naturally accommodates key developmental questions as model parameters and can even be used  with some limitations  in cases with only two measurement occasions. We illustrate the use of LCS models with two empirical examples. In a lifespan cognitive training study (COGITO  N = 204 (N = 32 imaging) on two waves) we observe correlated change in brain and behaviour in the context of a high-intensity training intervention. In an adolescent development cohort (NSPN  N = 176  two waves) we find greater variability in cortical thinning in males than in females. To facilitate the adoption of LCS by the developmental community  we provide analysis code that can be adapted by other researchers and basic primers in two freely available SEM software packages (lavaan and Ωnyx)."
"94","29277403",2017,"Probabilistic thresholding of functional connectomes: Application to schizophrenia.","Functional connectomes are commonly analysed as sparse graphs  constructed by thresholding cross-correlations between regional neurophysiological signals. Thresholding generally retains the strongest edges (correlations)  either by retaining edges surpassing a given absolute weight  or by constraining the edge density. The latter (more widely used) method risks inclusion of false positive edges at high edge densities and exclusion of true positive edges at low edge densities. Here we apply new wavelet-based methods  which enable construction of probabilistically-thresholded graphs controlled for type I error  to a dataset of resting-state fMRI scans of 56 patients with schizophrenia and 71 healthy controls. By thresholding connectomes to fixed edge-specific P value  we found that functional connectomes of patients with schizophrenia were more dysconnected than those of healthy controls  exhibiting a lower edge density and a higher number of (dis)connected components. Furthermore  many participants' connectomes could not be built up to the fixed edge densities commonly studied in the literature (∼5-30%)  while controlling for type I error. Additionally  we showed that the topological randomisation previously reported in the schizophrenia literature is likely attributable to ""non-significant"" edges added when thresholding connectomes to fixed density based on correlation. Finally  by explicitly comparing connectomes thresholded by increasing P value and decreasing correlation  we showed that probabilistically thresholded connectomes show decreased randomness and increased consistency across participants. Our results have implications for future analysis of functional connectivity using graph theory  especially within datasets exhibiting heterogenous distributions of edge weights (correlations)  between groups or across participants."
"95","29276055",2017,"Morphometric Similarity Networks Detect Microscale Cortical Organization and Predict Inter-Individual Cognitive Variation.","Macroscopic cortical networks are important for cognitive function  but it remains challenging to construct anatomically plausible individual structural connectomes from human neuroimaging. We introduce a new technique for cortical network mapping based on inter-regional similarity of multiple morphometric parameters measured using multimodal MRI. In three cohorts (two human  one macaque)  we find that the resulting morphometric similarity networks (MSNs) have a complex topological organization comprising modules and high-degree hubs. Human MSN modules recapitulate known cortical cytoarchitectonic divisions  and greater inter-regional morphometric similarity was associated with stronger inter-regional co-expression of genes enriched for neuronal terms. Comparing macaque MSNs with tract-tracing data confirmed that morphometric similarity was related to axonal connectivity. Finally  variation in the degree of human MSN nodes accounted for about 40% of between-subject variability in IQ. Morphometric similarity mapping provides a novel  robust  and biologically plausible approach to understanding how human cortical networks underpin individual differences in psychological functions."
"96","29274746",2017,"Structural covariance networks are coupled to expression of genes enriched in supragranular layers of the human cortex.","Complex network topology is characteristic of many biological systems  including anatomical and functional brain networks (connectomes). Here  we first constructed a structural covariance network from MRI measures of cortical thickness on 296 healthy volunteers  aged 14-24 years. Next  we designed a new algorithm for matching sample locations from the Allen Brain Atlas to the nodes of the SCN. Subsequently we used this to define  transcriptomic brain networks by estimating gene co-expression between pairs of cortical regions. Finally  we explored the hypothesis that transcriptional networks and structural MRI connectomes are coupled. A transcriptional brain network (TBN) and a structural covariance network (SCN) were correlated across connection weights and showed qualitatively similar complex topological properties: assortativity  small-worldness  modularity  and a rich-club. In both networks  the weight of an edge was inversely related to the anatomical (Euclidean) distance between regions. There were differences between networks in degree and distance distributions: the transcriptional network had a less fat-tailed degree distribution and a less positively skewed distance distribution than the SCN. However  cortical areas connected to each other within modules of the SCN had significantly higher levels of whole genome co-expression than expected by chance. Nodes connected in the SCN had especially high levels of expression and co-expression of a human supragranular enriched (HSE) gene set that has been specifically located to supragranular layers of human cerebral cortex and is known to be important for large-scale  long-distance cortico-cortical connectivity. This coupling of brain transcriptome and connectome topologies was largely but not entirely accounted for by the common constraint of physical distance on both networks."
"97","29197507",2017,"Association between a functional interleukin 6 receptor genetic variant and risk of depression and psychosis in a population-based birth cohort.","Interleukin 6 (IL-6) levels are commonly elevated in patients with depression and psychosis and in people who are at risk of developing these disorders. A common  functional variant in the IL6R gene (IL6R Asp358Ala; rs2228145 A > C) is known to dampen down inflammation by impairing IL6R signaling. We have examined the association of Asp358Ala with diagnosis of depression and psychosis  serum IL-6  CRP levels  and a number of risk factors commonly linked with inflammation  depression or psychosis. We predicted that if IL-6 were related to depression/psychosis risk causally  rather than due to confounding  Asp358Ala would be associated with risk of these disorders  serum IL-6  CRP levels  but not with any of the confounders. We used data from the population-based ALSPAC birth cohort. Serum IL-6 and CRP levels were measured at age 9 years. Psychotic disorder  ICD-10 diagnosis of severe depressive episode  and total depression score were assessed at age 18 years. IL6R Asp358Ala was genotyped using the Illumina HumanHap550 quad genome-wide SNP genotyping platform. Risk factors assessed include sex  body mass index  social class  ethnicity  maternal education  birth weight  gestational age  maternal post-natal depression  childhood psychological and behavioral problems  and total IQ score. Asp358Ala was associated with decreased risk of severe depression and/or psychosis; adjusted odds ratio for those with CC  compared with AA  genotype was 0.38 (95% CI  0.15-0.94). The variant was associated with increased serum IL-6 levels (P = 5.5 × 10 -22 ) but decreased serum CRP levels (P = 3.5 × 10 -5 )  consistent with an anti-inflammatory effect downstream of IL-6. Asp358Ala was not associated with total depression score. Asp358Ala was not associated with any of the other risk factors commonly linked with inflammation  depression or psychosis (all P > 0.20). The findings provide further evidence that the IL-6/IL6R pathways are involved in pathogenesis of severe depression and psychosis  and may be novel therapeutic targets. Previously reported associations between IL-6  depression and psychosis are unlikely to be fully explained by confounding. Based on a small number of cases  findings from the current study need replication in other samples."
"98","29177462",2017,"Cohort Profile: The NSPN 2400 Cohort: a developmental sample supporting the Wellcome Trust NeuroScience in Psychiatry Network.","NA"
